Date,Year,Month,sub_1,sub_2,sub_3,sub_4,sub_5,sub_6,sub_7,sub_8,sub_9,sub_10,sub_11,sub_12,sub_13,sub_14,sub_15,sub_16,sub_17,sub_18,sub_19,sub_20,sub_21
2/15/2018,2018,2,1.69,4.89,6.36,9.79,11.82,8.79,9.98,12.07,13.46,9.32,14.52,16.31,4.85,0.5,5.04,1.06,1.14,7.29,2.88,2.45,4.82
3/15/2018,2018,3,9.77,13.77,22.72,22.25,27.98,34.97,21.57,29.77,33.73,26.98,34.01,42.93,37.44,10.55,16.25,16.93,18.58,32.61,7.51,16.85,24.93
4/15/2018,2018,4,50.04,40.13,31.15,30.55,48.88,51.93,47.85,57.96,57.02,43.08,69.39,76.01,62.97,18.39,26.87,28.25,36.11,42.24,12.75,26.45,31.44
5/15/2018,2018,5,63.65,52,71.84,81.72,83.95,71.66,65.47,72.65,84.59,53.81,88.69,87.57,74.29,42.46,55.01,53.69,66.34,65.36,28.48,57.2,49.51
6/15/2018,2018,6,59.79,51.65,107.87,149.41,118.86,88.03,74.08,68.03,93.57,85.84,108.9,116.19,103.31,85.99,108.4,84.36,101.39,92.45,41.74,81.27,65.16
7/15/2018,2018,7,72.1,61.26,134.61,189.89,148.25,105.2,85.6,79.56,126.74,109.84,135.84,155.75,134.45,97.6,139.53,113.43,142.16,138.68,48.74,100.54,86
8/15/2018,2018,8,64.33,61.25,119.43,158.12,134.37,76.9,80.04,68.7,105.01,86.12,114.49,132.87,96.47,58.6,101.67,74.36,109.08,113.95,36.91,78.27,62.75
9/15/2018,2018,9,17.14,23.62,53.19,73.35,70.44,30.73,37.01,31.63,56.77,43.39,66.12,73.04,51.71,26.19,59.01,44.98,73.94,72.77,24.84,56.48,42
10/15/2018,2018,10,1.68,6.08,8.57,13.19,11.54,8.33,3.85,5.42,14,12.28,13.85,12.61,9.61,4.93,10.85,9.41,12.26,10.38,5.75,11.18,5.53
11/15/2018,2018,11,0.02,0.52,4.61,4.53,4.97,3.75,1.85,2.57,6.9,8.44,7.37,11.54,7.89,3.84,5.8,7.41,6.16,5.34,3.66,7.47,5.43
12/15/2018,2018,12,0.68,4.52,9.33,12.51,11.56,7.58,5.13,5.65,8.95,9.96,9,10.78,6.53,4.32,3.98,4.25,3.75,5.3,3.21,6.31,7.01
1/15/2019,2019,1,0.47,1.59,4.88,7.68,7.59,6.6,4.48,4.92,8.72,8.33,4.4,8.59,6.79,4.93,7.63,3.02,2.92,7.29,5.4,3.4,5.31
2/15/2019,2019,2,1.26,3.84,10.45,15.94,11.08,13.69,8.8,13.69,20.74,22.93,10.8,18.62,18.47,15.26,19.58,9.78,9.86,19.68,10.49,6.41,6.65
3/15/2019,2019,3,12.94,26.7,38.61,49.02,27.81,38.8,19.36,23.07,44.83,39.31,31.35,41.82,41.55,15.09,22.32,21.28,20.61,42.89,12.82,23.52,12.93
