HydroSHEDS_ID Y2003.1 Y2003.2 Y2003.3 Y2003.4 Y2003.5 Y2003.6 Y2003.7 Y2003.8 Y2003.9 Y2003.10 Y2003.11 Y2003.12 Y2004.1 Y2004.2 Y2004.3 Y2004.4 Y2004.5 Y2004.6 Y2004.7 Y2004.8 Y2004.9 Y2004.10 Y2004.11 Y2004.12 Y2005.1 Y2005.2 Y2005.3 Y2005.4 Y2005.5 Y2005.6 Y2005.7 Y2005.8 Y2005.9 Y2005.10 Y2005.11 Y2005.12 Y2006.1 Y2006.2 Y2006.3 Y2006.4 Y2006.5 Y2006.6 Y2006.7 Y2006.8 Y2006.9 Y2006.10 Y2006.11 Y2006.12 Y2007.1 Y2007.2 Y2007.3 Y2007.4 Y2007.5 Y2007.6 Y2007.7 Y2007.8 Y2007.9 Y2007.10 Y2007.11 Y2007.12 Y2008.1 Y2008.2 Y2008.3 Y2008.4 Y2008.5 Y2008.6 Y2008.7 Y2008.8 Y2008.9 Y2008.10 Y2008.11 Y2008.12 Y2009.1 Y2009.2 Y2009.3 Y2009.4 Y2009.5 Y2009.6 Y2009.7 Y2009.8 Y2009.9 Y2009.10 Y2009.11 Y2009.12 Y2010.1 Y2010.2 Y2010.3 Y2010.4 Y2010.5 Y2010.6 Y2010.7 Y2010.8 Y2010.9 Y2010.10 Y2010.11 Y2010.12 Y2011.1 Y2011.2 Y2011.3 Y2011.4 Y2011.5 Y2011.6 Y2011.7 Y2011.8 Y2011.9 Y2011.10 Y2011.11 Y2011.12 Y2012.1 Y2012.2 Y2012.3 Y2012.4 Y2012.5 Y2012.6 Y2012.7 Y2012.8 Y2012.9 Y2012.10 Y2012.11 Y2012.12 Y2013.1 Y2013.2 Y2013.3 Y2013.4 Y2013.5 Y2013.6 Y2013.7 Y2013.8 Y2013.9 Y2013.10 Y2013.11 Y2013.12 Y2014.1 Y2014.2 Y2014.3 Y2014.4 Y2014.5 Y2014.6 Y2014.7 Y2014.8 Y2014.9 Y2014.10 Y2014.11 Y2014.12 Y2015.1 Y2015.2 Y2015.3 Y2015.4 Y2015.5 Y2015.6 Y2015.7 Y2015.8 Y2015.9 Y2015.10 Y2015.11 Y2015.12 Y2016.1 Y2016.2 Y2016.3 Y2016.4 Y2016.5 Y2016.6 Y2016.7 Y2016.8 Y2016.9 Y2016.10 Y2016.11 Y2016.12 Y2017.1 Y2017.2 Y2017.3 Y2017.4 Y2017.5 Y2017.6 Y2017.7 Y2017.8 Y2017.9 Y2017.10 Y2017.11 Y2017.12 Y2018.1 Y2018.2 Y2018.3 Y2018.4 Y2018.5 Y2018.6 Y2018.7 Y2018.8 Y2018.9 Y2018.10 Y2018.11 Y2018.12 Y2019.1 Y2019.2 Y2019.3
sub_11 15.92 10.54 48.03 46.21 92.86 95.33 107.06 93.37 67.78 15.73 7.89 4.7 3.38 8.95 40.76 46.63 72.24 94.07 103.47 93.36 52.54 27.87 18.5 12.8 4.02 15.75 58.59 68.12 101.65 93.88 112.5 95.99 55.64 8.43 5.03 8.24 1.79 12.3 47.39 80.62 97.02 97.58 106.6 96.32 60.83 16.14 3.62 7.79 4.11 8.11 33.66 58.56 67.74 76.62 110.42 88.82 59.8 21.88 3.32 7.5 4.22 11.95 23.8 34.89 59.59 92.03 123.13 89.54 60.99 16.21 6.06 9.82 5.79 11.11 25.5 39 72.09 76.33 106.15 97.68 56.17 22.07 4.54 7.55 5 18.35 59.84 76.49 92.76 95.89 106.3 96.27 56.22 21.74 17.06 1.82 9.57 14.9 38.73 61.3 80.38 102.22 107.74 88.22 55.74 11.7 12.21 7.42 4.64 4.52 17.84 64.49 80.49 89.59 101.89 95.27 55.2 13.37 8.24 6.81 3.22 3.89 20.77 54.64 67.5 99.4 110.87 90.18 69.29 8.47 6.58 9.1 7.94 7.08 35.15 48.76 61.68 88.2 125.31 89.81 52.42 14.3 11.73 11.74 13.12 17.27 35.47 36.42 61.03 97.56 115.81 96.09 48.84 11.01 14.19 5.07 5.26 13.3 42.08 70.82 90.57 102.41 112.14 109.1 54.3 12.4 11.84 10.72 2.94 6.57 41.83 75.39 97.96 110.57 121.11 116.39 58.19 29.26 7.46 14.29 2.95 14.52 34.01 69.39 88.69 108.9 135.84 114.49 66.12 13.85 7.37 9 4.4 10.8 31.35
sub_12 19.19 13.37 56.56 52.36 99.4 106.95 136.14 122.68 74.64 19.97 11.19 3.5 4.65 11.86 46.85 55.55 79.44 111.02 136.16 116.22 60.14 34.68 27.72 12.66 10.08 20.2 68.15 68.48 105.39 107.68 142.98 119.38 64.13 9.65 7.47 10.48 3.27 16.49 55.9 84.24 104.74 117.92 137.18 121.58 74.63 19 7.62 9.65 6.85 10.57 42.67 63.19 75.98 96.29 146.34 115.07 74.46 25.86 5.74 7.85 7.29 17.59 36.22 47.11 72.6 115.7 157.21 116.08 73.82 22.4 11.32 14.27 11.51 18.17 34.78 45.51 87.8 97.16 144.92 125.25 71.28 27.57 8.77 11.75 6.85 18.53 69.61 84.6 103.02 106.33 140.97 126.94 72.58 29.22 21.78 4.77 12.91 18.88 51.86 71.05 94.06 126.78 144.43 124.71 75.29 15.77 15.63 8.53 7.07 8.15 30.91 66.94 89.84 110.5 138.4 126.84 69.51 18.38 8.46 8.44 6.1 7.81 34.92 63.59 83.13 122.04 145.14 116.77 81.85 15.12 7.36 11.57 14.22 12.24 44.85 57.01 74.94 105.25 155.31 110.3 58.07 20.12 18.82 9.68 12.45 22.61 43.55 43.05 66.12 114.87 143.62 112.81 55.31 15.9 18.05 4.77 5.58 22.34 56.94 74.91 91.25 114.51 142.77 129.55 59.91 11.67 15.74 10.73 5.03 9.62 50.53 83.01 101.27 121.98 146.31 133.81 64.76 33.14 8.33 17.28 7.7 16.31 42.93 76.01 87.57 116.19 155.75 132.87 73.04 12.61 11.54 10.78 8.59 18.62 41.82
sub_13 13.1 10.63 41.38 31.17 81.9 78.9 105.46 89.26 48.9 8.45 5.76 2.83 2.25 8.42 40.7 39.66 55.01 88.4 104.06 83.74 43.57 27.53 27.29 11.57 7.57 24.77 62.2 62.18 105.58 101.73 124.93 86.4 45.77 5.97 5.56 9.07 4.94 10.88 57.68 84.91 97.75 111.93 116.71 84.86 51.55 11.2 4.77 6.07 3.47 3.78 18.27 33.65 50.14 72.21 108.45 73.57 48.13 11.73 2.56 5.39 4.9 14.41 24.79 32.06 59.57 91.18 119.66 76.45 49.12 7.12 12.55 12.98 6.68 12.32 29.72 28.8 69.09 73.63 101.35 85.79 48.76 12.79 7.53 11.17 3.65 19.49 64.35 77.64 94.5 91.38 110.62 88.1 50.97 14.86 23.59 5.04 9.59 13.05 43.3 58.01 77.72 118.04 118.53 87.17 49.94 11.55 11.2 7.14 5.03 3.27 19.25 52.99 72.48 92.86 107.28 88.72 44.79 9.33 9.76 7.29 4.4 7.62 21.9 47.32 64.95 98.97 109.29 75.52 54.29 5.05 5.75 8.24 7.81 5.26 20.22 34.77 58.78 79.85 114.04 66.2 37.16 10.05 16.82 5.95 12.14 11.94 20.67 30.42 53.54 78.42 97.86 74.57 41.1 12.04 16.83 4.22 3.54 21.63 57.65 73.78 78.64 96.34 113.14 89.44 39.28 5.52 11.46 8.35 5.67 10.85 44.2 63.71 84.88 112.74 122.63 92.23 46.86 24.56 6.82 11.01 2.18 4.85 37.44 62.97 74.29 103.31 134.45 96.47 51.71 9.61 7.89 6.53 6.79 18.47 41.55
sub_14 7.34 8.18 17.89 15.55 56.71 82.07 139.25 103.69 49.41 3.93 1.24 3.32 1.07 4.82 15.51 20.2 39.68 110.09 136.72 97.73 47.08 18.08 19.31 10.88 12.51 13.99 27.18 25.66 58.92 85.51 126.94 86.95 39.84 3.71 1.69 6.94 2.78 2.69 35.21 38.22 59.76 107.53 139.52 87.32 40.78 6.12 2.5 1.88 0.73 0.39 2.81 19.51 41.13 85.63 112.51 67.09 37.5 3.34 1.34 2.46 3.14 3.99 10.07 29.31 65.95 95.44 110.02 43.79 21.22 2.32 1.97 9.27 3.63 5.62 6.62 12.77 44.78 55.2 64.11 30.55 13 1.43 1.78 3.83 2.06 12.72 36.15 38.84 65.56 67.4 79.5 50.86 23.15 3.11 11.74 1.02 6.06 6.64 26.2 39.52 55.24 86.01 114.3 78.94 35.44 5.24 5.6 2.79 1.8 1.03 11.14 25.62 57.87 93.66 106.04 68.01 26.74 4.9 1.85 3.66 0.73 0.74 6.62 32.02 50.95 82.71 75.08 42.52 29.54 1.35 1.25 3.2 1.81 1.12 5.41 17.8 41.69 51.57 70.33 28.1 12.56 3.24 8.46 6.53 5.01 1.44 5.87 15.17 28.45 49.99 54.68 33.77 16.92 2.43 5.89 2.48 3.52 6.39 9.83 26.4 47.79 65.93 62.82 33.27 12.11 1.74 4.85 10.19 2.68 10.26 30.96 34.32 61.46 89.54 98.13 53.99 24.78 12.26 2.39 8.08 0.54 0.5 10.55 18.39 42.46 85.99 97.6 58.6 26.19 4.93 3.84 4.32 4.93 15.26 15.09
sub_15 7.92 9.21 22.15 25.33 62.54 85.95 137.42 121.76 65.67 13.11 1.28 4.59 2.26 8.75 29.44 26.03 46.59 112.29 144.05 120.61 66.73 29.52 15.35 8.27 7.64 22.79 54.66 40.7 81.67 108.22 156.58 126.53 68.62 10 5.63 6.49 4.09 13.56 41.33 64.08 83.26 132.71 168.93 127.62 76.48 16.7 3.79 4.42 2.4 3.57 10.46 29.67 56.99 102.66 144.68 112.93 69.46 14.74 4.91 3.56 3.84 11.81 20.15 35.29 67.29 114.51 145.02 97.91 62.07 11.44 7.94 13.47 8.35 13.55 14.04 21.7 64.61 85.59 120.02 94.94 52.81 7.62 3.21 7.39 2.53 22.21 42.53 44.18 71.06 91.92 122.41 103.22 70.44 11.96 18.68 1.71 10.83 15.53 38.13 57.77 74 115.33 146.83 123.78 72.08 15.04 7.82 4.75 4.11 4.24 19.73 37.97 72.27 107.91 138.05 116.9 63.62 13.7 5.43 3.78 1.68 6.89 16.76 37.53 63.73 102.38 113.93 90.28 58.48 7.2 2.21 3.97 4.71 4.41 12.86 28.1 56.43 78.81 112.72 70.07 40.57 9.5 13.28 5.52 9.02 8.79 15.95 27.35 44.86 79.51 96.55 77.12 41.8 7.67 6.79 3.15 5.62 14.92 25.43 34.26 53.55 91.96 109.05 83.61 36.42 4.72 5.83 9.3 2.97 12.23 40.69 49.44 73.8 117.67 147.57 107.74 59.12 23.55 5.08 8.62 2.38 5.04 16.25 26.87 55.01 108.4 139.53 101.67 59.01 10.85 5.8 3.98 7.63 19.58 22.32
sub_16 4.45 4.3 17.23 23.5 75.46 70.52 97.48 74.57 41.33 18.29 2.56 1.75 0.3 3.31 16 20.04 43.5 78.98 87.1 68.94 38.57 30.31 18.02 14.58 3.12 17.94 34.53 33.12 91 88.5 105.55 66.68 40.36 7.98 5.16 8.45 3.51 5.77 25.48 62.13 74.59 99.61 103.48 65.16 41.69 17.36 7.16 6.92 1.82 1.63 5.42 20.19 46.2 63.67 90.96 56.08 39.93 12.99 4.87 2.33 2.18 7.83 8.09 19.45 50.26 84.85 108.64 56.8 41.62 9.38 16.28 14.08 4.24 4.36 8.22 14.82 57.48 70.48 87.95 73.53 46.56 12.8 6.26 8.86 1.59 15.88 30.58 41.65 62.66 78.71 88.02 61.92 41.5 17.87 21.64 0.49 5.63 6.53 25.32 29.98 60.54 99.63 98.29 62.68 38.59 17 8.69 6.45 3.13 1.01 16.7 31.23 60.7 81.18 97.13 64.53 34.33 12.31 11.25 5.89 0.79 3.04 4 21.33 55.01 85.68 87.62 52.47 39.01 5.43 5.02 7.53 3.87 4.4 5.7 21.94 49.85 65.83 96.66 48.61 31.76 10.01 15.68 3.27 12.13 5.82 5.97 21.67 42.41 62.01 74.55 58.54 36.04 12.08 12.09 3.95 6.38 10.02 28.49 36.98 54.99 73.53 80.38 62.37 30.13 4.12 9.03 5.45 1.51 5.68 24.27 41.81 62.17 92.09 100.22 64.71 39.81 26.89 7.47 10.71 0.46 1.06 16.93 28.25 53.69 84.36 113.43 74.36 44.98 9.41 7.41 4.25 3.02 9.78 21.28
sub_17 6.93 5.9 15.55 23.43 76.41 101.69 133.57 107.59 67.22 26.85 3.52 2.32 0.22 3.38 19.77 23.55 56.01 101.49 119.08 99.25 64.67 42.24 20.1 14.68 3.18 13.48 37.83 37.14 96.56 110.06 138.87 101.74 66.29 15.57 4.53 8.95 1.78 7.51 25.77 64.55 83.73 120.47 138.09 104.95 74.35 24.23 6.07 6.23 2.12 1.67 9.15 30.34 61.71 85.5 119.31 90.75 69.77 19.85 4.48 1.24 1.6 6.26 9.41 23.11 61.03 108.7 139.21 94.43 74.63 16.03 16.96 16.06 5.13 3.26 10.74 17.13 62.96 87.54 120.89 103.26 68.34 22.8 5.36 10.77 2 17.72 23.36 45.79 68.97 96.54 119.65 98.2 73.93 32.27 23.85 1.05 8.63 7.75 21.78 35.81 71.65 116.84 129.86 101.69 64.17 29.2 13.24 7.87 2.24 1.45 20.04 41.29 73.39 97.12 128.19 100.46 63.93 20.58 12.76 5.13 0.82 2.85 7.22 19.73 68.85 94.85 107.73 84.55 62.37 9.93 2.72 8.09 4.03 4.12 9.31 36.85 64.66 79.28 116.13 77.97 57.45 15.11 18.88 3.45 12.59 10.62 11.05 29.39 44.01 79.21 96.01 89 61.01 16.42 14.91 4.58 6.21 8.67 34.57 42.22 64.18 89.2 110.05 92.31 50.89 6.9 10.46 9.76 1.22 6.87 29.4 47.05 71.64 105.33 130.78 101.35 65.99 34.64 8.88 13.25 0.96 1.14 18.58 36.11 66.34 101.39 142.16 109.08 73.94 12.26 6.16 3.75 2.92 9.86 20.61
sub_18 12.24 19.51 28.48 29.39 72.69 93.54 152 127.47 68.6 16.3 1.94 6.86 2.34 11.54 42.06 32.76 52.48 111.26 145.36 122.83 68.54 25.89 15.46 12.62 14.58 22.27 64.36 54.58 88.55 106.84 159.48 115.86 66.52 8.65 1.61 8.25 3.83 21.33 48.89 78.42 92.73 118.21 152.83 123.33 80.27 12 6.58 8 3.21 6.21 23.87 44.47 66.08 86.01 135.38 110.07 80.63 16.02 4.79 2.9 4.03 19.37 35.73 47.92 75.44 107.4 152.35 109.31 80.13 13.92 12.04 17.27 12.03 14.71 27.58 31.97 73.61 82.74 131.15 114.31 66.64 12.46 1.9 12.21 8.98 39.57 56.94 61.69 75.16 92.05 132.68 117.91 87.97 20.36 13.7 3.49 17.28 23.65 43.5 64.01 80.52 102.85 146.47 128.46 80.71 20.77 7.78 7.41 5.2 7.21 31.81 63.41 87.14 92.53 143.06 124.67 80.7 16.31 7.3 4.37 2.82 13.21 31.39 38.21 72.26 90.88 122.33 106.78 72.04 10.73 2.94 9.35 5.86 10.46 24.68 43.73 61.33 76.9 127.43 86.91 65.45 10.93 15.71 5.24 15.39 20.2 30.77 37.61 47.98 76.26 113.47 96.24 57.48 14.84 9.68 5.8 8.85 27.18 44.48 50.23 56.96 82.59 119.69 100.91 48.79 6.5 4.46 10.45 4.57 20.63 51.14 56.81 73.49 101.45 145.03 115.52 62.85 20.02 5.63 11.13 4.83 7.29 32.61 42.24 65.36 92.45 138.68 113.95 72.77 10.38 5.34 5.3 7.29 19.68 42.89
sub_19 6.09 8.17 6.1 10.14 24.59 28.11 46.54 41.78 21.58 4.35 1.83 2.7 1.32 2.38 12.29 11.37 18.72 37.29 48.56 40.4 21.95 8.82 5.52 6.21 12.28 12.78 32.65 22.24 31.72 40.71 49.81 37.27 20.71 3.29 1.24 4.13 4.68 5.5 19 40.12 36.4 48.08 51.27 37.04 21.52 5.77 3.01 2.97 2.52 2.13 3.65 14.58 21.37 35.52 47.04 39.98 23.24 6.43 1.22 1.8 2.96 5.78 5.83 15.62 26.19 44.15 50.89 31.46 23.85 6.85 2.39 6.05 4.21 10.4 5.77 13.9 28.12 36.4 43.66 37 20.57 4.69 1.88 4.46 3.28 21.78 27.36 22.94 32.01 39.86 46.39 41.15 31.08 8.75 6.26 3.48 14.64 9.05 31.28 40.8 45.09 52.64 56.14 45.66 27.6 10.41 5.04 5.32 1.97 1.4 5.51 20.25 37.12 47.14 56.88 41.75 27.19 10.58 3.37 1.61 1.34 1.25 7.05 16.41 31.78 41.96 44.06 36.76 26.52 6.38 1.84 3.85 2.08 0.59 4.68 16.78 32.82 36.13 47.4 29.58 23.25 8.79 7.4 5.31 8.05 4.64 9.55 17.27 25.09 35.7 44.24 35.83 23.57 7.06 4.38 1.96 7.43 9.82 6.61 22.03 28.11 39.05 40.08 29.48 18.24 5.05 2.41 7.89 3.79 15.62 39.03 31.95 51.04 49.5 52.76 37.23 22.23 12.36 2.9 6.12 5.09 2.88 7.51 12.75 28.48 41.74 48.74 36.91 24.84 5.75 3.66 3.21 5.4 10.49 12.82
sub_20 9.11 12.17 13.69 22.16 54.22 68.74 96.99 78.58 45.84 15.37 2.47 2.64 0.51 3.26 29.63 27.49 46.58 80.5 89.15 75.23 48.57 22.55 11.65 9.17 19.68 11.7 44.79 48.71 76.75 94.94 106.61 71.18 46.2 11.91 3.32 8.05 2.19 5.79 21.45 48.07 77.12 95.87 101.53 77.85 50.3 16.66 7.85 8.02 2.16 3.47 8.81 28.75 50.58 72.83 92.89 80.57 55.13 21.38 4.52 3.37 1.23 8.87 15.61 31.32 61.71 87.52 110.05 71.66 58.87 20.08 5.68 11.24 4.56 6.56 10 23.06 59.51 77.04 93.12 80.18 48.49 15.55 3.72 9.81 5.54 34.75 49.29 47.77 70.42 85.72 99.22 84.58 69.21 19.57 12.24 4.43 11.97 12.07 36.07 53.82 82.41 101.3 119.31 94.02 58.31 24.14 7.52 6.37 2.94 1.76 11.98 37.38 73.03 87.03 104.95 82.5 59.25 23.19 6.36 2.68 2.06 2.71 15.56 28.44 65.16 85.73 95.26 80.38 60.99 17.16 4.46 9.84 1.92 0.36 8.87 29.71 56.32 71.02 92.74 60.53 52.96 21.38 15.95 5.68 10.71 7.51 19.04 31.07 51.88 73.14 83.69 72.91 52.94 14.55 10.04 3.53 8.81 19.37 22.02 43.17 57.15 81.72 86.18 67.91 43.37 13.59 5.32 7.1 4.1 18.9 48.68 50.89 79.84 103.33 115.41 84.52 49.55 24.9 6.39 8.8 4.68 2.45 16.85 26.45 57.2 81.27 100.54 78.27 56.48 11.18 7.47 6.31 3.4 6.41 23.52
sub_21 11.57 14.7 21.33 20.81 46.56 57.41 86.56 74.36 33.4 5.48 1.21 4.5 1.6 5.75 22.76 19.76 35.45 70.2 80.44 62.94 30.37 11.11 5.7 10.26 13.72 7.8 22.31 27.83 53.51 74.82 90.24 58 31.71 5.8 2.83 14.3 4.11 8.79 11.76 31.79 48.2 76.17 86.74 61.9 33.82 3.61 3.79 7.57 5.14 5.54 9.89 25.15 38.79 62.85 81.64 78.86 34.91 7.08 3.64 2.7 1.09 3.96 9.09 22.38 43.37 68.92 86.61 52.86 40.03 7.92 3.03 16.05 9.31 9.77 8.97 24.86 45.86 65.96 78.34 64.91 25.43 2.99 2.26 9.54 8.83 25.36 28.16 34.53 49.11 65.34 78.33 65.59 49.01 18.76 9.53 5.62 14.07 11.87 39.39 40.23 61.35 80.11 98.61 72.4 44.7 16.62 7.8 6.47 3.63 3.53 8.13 29.09 54.67 72 91.95 64.46 40.03 12.94 3.21 2.7 5.2 5.4 18.73 21.61 50 66.3 75.25 62.88 40.76 4.09 2.36 9.37 3.05 1.23 6.9 25.07 46.61 54.39 79.42 45.16 32.79 8.45 9.77 6.47 13.63 7.22 20.26 23.85 39.98 57.19 69.06 58.54 30.91 3.66 6.08 5.47 10.89 12.57 9.22 32.67 44.16 58.47 59.6 44.07 24.07 4.56 3.77 10.29 7.67 21.61 41.52 45.46 70.63 83.62 93.06 68.79 35.52 16.72 8.62 11.52 8.61 4.82 24.93 31.44 49.51 65.16 86 62.75 42 5.53 5.43 7.01 5.31 6.65 12.93
